0024A382	VRWorkshops_mod_Legendary_Weapon_NERF	WEAP	peEnchantments	ADD	peEnchantments	VRWorkshopShared_ench_mod_LegendaryNerfPerk			0.00	Nerfed for VR attacks.	NONE	00000000
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.400		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.150		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	ivalue	MUL+ADD	ivalue	0.750		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2B6	mod_HuntingRifle_Scope_ScopeMedium_NV	WEAP	pkKeywords	ADD	pkKeywords	dn_HasNightVision			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium_NV	0015E93F
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	bHasScope	SET	bHasScope	true		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	pzZoomData	SET	pzZoomData	ZM_Standard_Scope_x10			0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.500		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.200		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	ivalue	MUL+ADD	ivalue	0.500		0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AF	mod_HuntingRifle_Scope_ScopeLong	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Superior magnification and sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeLong	0015E93C
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	bHasScope	SET	bHasScope	true		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	pzZoomData	SET	pzZoomData	ZM_Standard_Scope_x6			0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.400		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.150		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	ivalue	MUL+ADD	ivalue	0.400		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000AF2AD	mod_HuntingRifle_Scope_ScopeMedium	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeMedium	0015E93E
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.100		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.100		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.100		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fmaxrange	MUL+ADD	fmaxrange	9.000		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fminrange	MUL+ADD	fminrange	5.000		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	ivalue	MUL+ADD	ivalue	0.100		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	irank	ADD	irank	4		0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7684	mod_CombatRifle_Barrel_Short	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Short			0.00	Standard.	miscmod_mod_CombatRifle_Barrel_Short	00185BFC
000A7682	mod_CombatShotgun_Mag_Small	WEAP	fReloadSpeed	MUL+ADD	fReloadSpeed	0.100		0.00	Standard.	miscmod_mod_CombatShotgun_Mag_Small	001A8A56
000A7682	mod_CombatShotgun_Mag_Small	WEAP	fweight	MUL+ADD	fweight	0.100		0.00	Standard.	miscmod_mod_CombatShotgun_Mag_Small	001A8A56
000A7682	mod_CombatShotgun_Mag_Small	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_CombatShotgun_Mag_Small	001A8A56
000A7682	mod_CombatShotgun_Mag_Small	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Small			0.00	Standard.	miscmod_mod_CombatShotgun_Mag_Small	001A8A56
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.050		0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.050		0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	-0.050		0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	ivalue	MUL+ADD	ivalue	0.050		0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	pkKeywords	ADD	pkKeywords	remapNode_CFrontSight_P-FrontSight			0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A7681	mod_CombatRifle_Scope_SightsImprovedIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSightsImproved			0.00	Improved focus and sighted accuracy.	miscmod_mod_CombatRifle_Scope_SightsIronImproved	00185C09
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.070		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.150		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.150		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.050		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	ivalue	MUL+ADD	ivalue	0.200		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeRifle			0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_StockShort			0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767E	mod_CombatRifle_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripRifle			0.00	Standard.	miscmod_mod_CombatRifle_Grip_StockShort	00185C02
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.070		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.200		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.200		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.200		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	irank	ADD	irank	3		0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767D	mod_CombatRifle_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Better recoil.	miscmod_mod_CombatRifle_Grip_Stock	00185BFF
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	0.500		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.150		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.150		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.100		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fmaxrange	MUL+ADD	fmaxrange	16.000		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fminrange	MUL+ADD	fminrange	9.000		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	fweight	MUL+ADD	fweight	0.500		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	ivalue	MUL+ADD	ivalue	0.200		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	irank	ADD	irank	4		0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767B	mod_CombatRifle_Barrel_Long	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Long			0.00	Superior range and sighted accuracy. Better recoil. Poor hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_Long	00185BF9
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	0.500		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	0.200		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.150		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.150		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fmaxrange	MUL+ADD	fmaxrange	16.000		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fminrange	MUL+ADD	fminrange	9.000		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	ivalue	MUL+ADD	ivalue	0.250		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	irank	ADD	irank	4		0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Long			0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A767A	mod_CombatRifle_Barrel_LightLong	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Light			0.00	Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.	miscmod_mod_CombatRifle_Barrel_FlutedLong	00185BFA
000A7679	mod_CombatRifle_Receiver_Standard	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_CombatRifle_Receiver_Standard	001A8A53
000A7679	mod_CombatRifle_Receiver_Standard	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_CombatRifle_Receiver_Standard	001A8A53
000A7679	mod_CombatRifle_Receiver_Standard	WEAP	irank	ADD	irank	5		0.00	Standard.	miscmod_mod_CombatRifle_Receiver_Standard	001A8A53
000A7679	mod_CombatRifle_Receiver_Standard	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_Standard			0.00	Standard.	miscmod_mod_CombatRifle_Receiver_Standard	001A8A53
000A7678	mod_CombatShotgun_Receiver_Standard	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_CombatShotgun_Receiver_Standard	001A8A58
000A7678	mod_CombatShotgun_Receiver_Standard	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_CombatShotgun_Receiver_Standard	001A8A58
000A7678	mod_CombatShotgun_Receiver_Standard	WEAP	irank	ADD	irank	5		0.00	Standard.	miscmod_mod_CombatShotgun_Receiver_Standard	001A8A58
000A7678	mod_CombatShotgun_Receiver_Standard	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiverShotgun_OBSOLETE			0.00	Standard.	miscmod_mod_CombatShotgun_Receiver_Standard	001A8A58
000A7678	mod_CombatShotgun_Receiver_Standard	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_Standard			0.00	Standard.	miscmod_mod_CombatShotgun_Receiver_Standard	001A8A58
000A2D77	mod_MissileLauncher_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_MissileLauncher_Scope_SightsIron	001C6ECF
000A2D77	mod_MissileLauncher_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_MissileLauncher_Scope_SightsIron	001C6ECF
000A2D77	mod_MissileLauncher_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_MissileLauncher_Scope_SightsIron	001C6ECF
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.100		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.100		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.100		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	5.000		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fminrange	MUL+ADD	fminrange	3.000		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
